INFO  Имя:0000092757_00022_87776874_e_a_l___4094087_199, Расширение: pdf, Родительская директория C:\Users\SkyNet\Downloads, Это директория: False 
INFO  Имя:LICENSE, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.internal.vm.compiler.management, Это директория: False 
INFO  Имя:jdk.internal.vm.compiler.management, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal, Это директория: True 
INFO  Имя:COPYRIGHT, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.jartool, Это директория: False 
INFO  Имя:LICENSE, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.jartool, Это директория: False 
INFO  Имя:jdk.jartool, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal, Это директория: True 
INFO  Имя:COPYRIGHT, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.javadoc, Это директория: False 
INFO  Имя:jquery, Расширение: md, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.javadoc, Это директория: False 
INFO  Имя:jqueryUI, Расширение: md, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.javadoc, Это директория: False 
INFO  Имя:LICENSE, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.javadoc, Это директория: False 
INFO  Имя:jdk.javadoc, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal, Это директория: True 
INFO  Имя:COPYRIGHT, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.jcmd, Это директория: False 
INFO  Имя:LICENSE, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.jcmd, Это директория: False 
INFO  Имя:jdk.jcmd, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal, Это директория: True 
INFO  Имя:COPYRIGHT, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.jconsole, Это директория: False 
INFO  Имя:LICENSE, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.jconsole, Это директория: False 
INFO  Имя:jdk.jconsole, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal, Это директория: True 
INFO  Имя:COPYRIGHT, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.jdeps, Это директория: False 
INFO  Имя:LICENSE, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.jdeps, Это директория: False 
INFO  Имя:jdk.jdeps, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal, Это директория: True 
INFO  Имя:COPYRIGHT, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.jdi, Это директория: False 
INFO  Имя:LICENSE, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.jdi, Это директория: False 
INFO  Имя:jdk.jdi, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal, Это директория: True 
INFO  Имя:COPYRIGHT, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.jdwp.agent, Это директория: False 
INFO  Имя:LICENSE, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.jdwp.agent, Это директория: False 
INFO  Имя:jdk.jdwp.agent, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal, Это директория: True 
INFO  Имя:COPYRIGHT, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.jfr, Это директория: False 
INFO  Имя:LICENSE, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.jfr, Это директория: False 
INFO  Имя:jdk.jfr, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal, Это директория: True 
INFO  Имя:COPYRIGHT, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.jlink, Это директория: False 
INFO  Имя:LICENSE, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.jlink, Это директория: False 
INFO  Имя:jdk.jlink, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal, Это директория: True 
INFO  Имя:COPYRIGHT, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.jpackage, Это директория: False 
INFO  Имя:LICENSE, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.jpackage, Это директория: False 
INFO  Имя:jdk.jpackage, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal, Это директория: True 
INFO  Имя:COPYRIGHT, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.jshell, Это директория: False 
INFO  Имя:LICENSE, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.jshell, Это директория: False 
INFO  Имя:jdk.jshell, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal, Это директория: True 
INFO  Имя:COPYRIGHT, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.jsobject, Это директория: False 
INFO  Имя:LICENSE, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.jsobject, Это директория: False 
INFO  Имя:jdk.jsobject, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal, Это директория: True 
INFO  Имя:COPYRIGHT, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.jstatd, Это директория: False 
INFO  Имя:LICENSE, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.jstatd, Это директория: False 
INFO  Имя:jdk.jstatd, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal, Это директория: True 
INFO  Имя:cldr, Расширение: md, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.localedata, Это директория: False 
INFO  Имя:COPYRIGHT, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.localedata, Это директория: False 
INFO  Имя:LICENSE, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.localedata, Это директория: False 
INFO  Имя:thaidict, Расширение: md, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.localedata, Это директория: False 
INFO  Имя:jdk.localedata, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal, Это директория: True 
INFO  Имя:COPYRIGHT, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.management, Это директория: False 
INFO  Имя:LICENSE, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.management, Это директория: False 
INFO  Имя:jdk.management, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal, Это директория: True 
INFO  Имя:COPYRIGHT, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.management.agent, Это директория: False 
INFO  Имя:LICENSE, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.management.agent, Это директория: False 
INFO  Имя:jdk.management.agent, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal, Это директория: True 
INFO  Имя:COPYRIGHT, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.management.jfr, Это директория: False 
INFO  Имя:LICENSE, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.management.jfr, Это директория: False 
INFO  Имя:jdk.management.jfr, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal, Это директория: True 
INFO  Имя:COPYRIGHT, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.naming.dns, Это директория: False 
INFO  Имя:LICENSE, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.naming.dns, Это директория: False 
INFO  Имя:jdk.naming.dns, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal, Это директория: True 
INFO  Имя:COPYRIGHT, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.naming.rmi, Это директория: False 
INFO  Имя:LICENSE, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.naming.rmi, Это директория: False 
INFO  Имя:jdk.naming.rmi, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal, Это директория: True 
INFO  Имя:COPYRIGHT, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.net, Это директория: False 
INFO  Имя:LICENSE, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.net, Это директория: False 
INFO  Имя:jdk.net, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal, Это директория: True 
INFO  Имя:COPYRIGHT, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.nio.mapmode, Это директория: False 
INFO  Имя:LICENSE, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.nio.mapmode, Это директория: False 
INFO  Имя:jdk.nio.mapmode, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal, Это директория: True 
INFO  Имя:COPYRIGHT, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.random, Это директория: False 
INFO  Имя:LICENSE, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.random, Это директория: False 
INFO  Имя:jdk.random, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal, Это директория: True 
INFO  Имя:COPYRIGHT, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.sctp, Это директория: False 
INFO  Имя:LICENSE, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.sctp, Это директория: False 
INFO  Имя:jdk.sctp, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal, Это директория: True 
INFO  Имя:COPYRIGHT, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.security.auth, Это директория: False 
INFO  Имя:LICENSE, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.security.auth, Это директория: False 
INFO  Имя:jdk.security.auth, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal, Это директория: True 
INFO  Имя:COPYRIGHT, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.security.jgss, Это директория: False 
INFO  Имя:LICENSE, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.security.jgss, Это директория: False 
INFO  Имя:jdk.security.jgss, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal, Это директория: True 
INFO  Имя:COPYRIGHT, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.unsupported, Это директория: False 
INFO  Имя:LICENSE, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.unsupported, Это директория: False 
INFO  Имя:jdk.unsupported, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal, Это директория: True 
INFO  Имя:COPYRIGHT, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.unsupported.desktop, Это директория: False 
INFO  Имя:LICENSE, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.unsupported.desktop, Это директория: False 
INFO  Имя:jdk.unsupported.desktop, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal, Это директория: True 
INFO  Имя:COPYRIGHT, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.xml.dom, Это директория: False 
INFO  Имя:LICENSE, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.xml.dom, Это директория: False 
INFO  Имя:jdk.xml.dom, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal, Это директория: True 
INFO  Имя:COPYRIGHT, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.zipfs, Это директория: False 
INFO  Имя:LICENSE, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal\jdk.zipfs, Это директория: False 
INFO  Имя:jdk.zipfs, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\legal, Это директория: True 
INFO  Имя:legal, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1, Это директория: True 
INFO  Имя:classlist, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\lib, Это директория: False 
INFO  Имя:ct, Расширение: sym, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\lib, Это директория: False 
INFO  Имя:fontconfig, Расширение: bfc, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\lib, Это директория: False 
INFO  Имя:fontconfig.properties, Расширение: src, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\lib, Это директория: False 
INFO  Имя:jawt, Расширение: lib, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\lib, Это директория: False 
INFO  Имя:default, Расширение: jfc, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\lib\jfr, Это директория: False 
INFO  Имя:profile, Расширение: jfc, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\lib\jfr, Это директория: False 
INFO  Имя:jfr, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\lib, Это директория: True 
INFO  Имя:jrt-fs, Расширение: jar, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\lib, Это директория: False 
INFO  Имя:jvm, Расширение: cfg, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\lib, Это директория: False 
INFO  Имя:jvm, Расширение: lib, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\lib, Это директория: False 
INFO  Имя:modules, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\lib, Это директория: False 
INFO  Имя:psfont.properties, Расширение: ja, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\lib, Это директория: False 
INFO  Имя:psfontj2d, Расширение: properties, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\lib, Это директория: False 
INFO  Имя:blocked, Расширение: certs, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\lib\security, Это директория: False 
INFO  Имя:cacerts, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\lib\security, Это директория: False 
INFO  Имя:default, Расширение: policy, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\lib\security, Это директория: False 
INFO  Имя:public_suffix_list, Расширение: dat, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\lib\security, Это директория: False 
INFO  Имя:security, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\lib, Это директория: True 
INFO  Имя:src, Расширение: zip, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\lib, Это директория: False 
INFO  Имя:tzdb, Расширение: dat, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\lib, Это директория: False 
INFO  Имя:tzmappings, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1\lib, Это директория: False 
INFO  Имя:lib, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1, Это директория: True 
INFO  Имя:LICENSE, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1, Это директория: False 
INFO  Имя:README, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1, Это директория: False 
INFO  Имя:release, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin\jdk-19.0.1, Это директория: False 
INFO  Имя:jdk-19.0.1, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\jdk-19_windows-x64_bin, Это директория: True 
INFO  Имя:jdk-19_windows-x64_bin, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads, Это директория: True 
INFO  Имя:jdk-19_windows-x64_bin, Расширение: zip, Родительская директория C:\Users\SkyNet\Downloads, Это директория: False 
INFO  Имя:JetBrains-PyCharm-Professional-2021.3, Расширение: torrent, Родительская директория C:\Users\SkyNet\Downloads, Это директория: False 
INFO  Имя:Add_Defender_Exclusion, Расширение: cmd, Родительская директория C:\Users\SkyNet\Downloads\KMS Tools Portable password 2022\KMS Tools Portable 01.08.2022 password 2022, Это директория: False 
INFO  Имя:data0, Расширение: bin, Родительская директория C:\Users\SkyNet\Downloads\KMS Tools Portable password 2022\KMS Tools Portable 01.08.2022 password 2022, Это директория: False 
INFO  Имя:data1, Расширение: bin, Родительская директория C:\Users\SkyNet\Downloads\KMS Tools Portable password 2022\KMS Tools Portable 01.08.2022 password 2022, Это директория: False 
INFO  Имя:KMS Tools Portable, Расширение: chm, Родительская директория C:\Users\SkyNet\Downloads\KMS Tools Portable password 2022\KMS Tools Portable 01.08.2022 password 2022, Это директория: False 
INFO  Имя:KMS Tools Unpack, Расширение: exe, Родительская директория C:\Users\SkyNet\Downloads\KMS Tools Portable password 2022\KMS Tools Portable 01.08.2022 password 2022, Это директория: False 
INFO  Имя:KMSAuto++, Расширение: ini, Родительская директория C:\Users\SkyNet\Downloads\KMS Tools Portable password 2022\KMS Tools Portable 01.08.2022 password 2022, Это директория: False 
INFO  Имя:readme, Расширение: txt, Родительская директория C:\Users\SkyNet\Downloads\KMS Tools Portable password 2022\KMS Tools Portable 01.08.2022 password 2022, Это директория: False 
INFO  Имя:KMS Tools Portable 01.08.2022 password 2022, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\KMS Tools Portable password 2022, Это директория: True 
INFO  Имя:KMS Tools Portable password 2022, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads, Это директория: True 
INFO  Имя:KMS Tools Portable password 2022, Расширение: zip, Родительская директория C:\Users\SkyNet\Downloads, Это директория: False 
INFO  Имя:LBP6020_6020B_R151_V110_W32_PL, Расширение: exe, Родительская директория C:\Users\SkyNet\Downloads, Это директория: False 
INFO  Имя:LBP6020_6020B_R151_V110_W64_PL, Расширение: exe, Родительская директория C:\Users\SkyNet\Downloads, Это директория: False 
INFO  Имя:less3, Расширение: png, Родительская директория C:\Users\SkyNet\Downloads, Это директория: False 
INFO  Имя:Examples, Расширение: sh, Родительская директория C:\Users\SkyNet\Downloads\linux\2, Это директория: False 
INFO  Имя:2, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\linux, Это директория: True 
INFO  Имя:Examples, Расширение: sh, Родительская директория C:\Users\SkyNet\Downloads\linux\3, Это директория: False 
INFO  Имя:3, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\linux, Это директория: True 
INFO  Имя:HomeWork4, Расширение: txt, Родительская директория C:\Users\SkyNet\Downloads\linux, Это директория: False 
INFO  Имя:HomeWork5, Расширение: txt, Родительская директория C:\Users\SkyNet\Downloads\linux, Это директория: False 
INFO  Имя:HomeWork6, Расширение: txt, Родительская директория C:\Users\SkyNet\Downloads\linux, Это директория: False 
INFO  Имя:HomeWork7, Расширение: txt, Родительская директория C:\Users\SkyNet\Downloads\linux, Это директория: False 
INFO  Имя:HomeWork8, Расширение: txt, Родительская директория C:\Users\SkyNet\Downloads\linux, Это директория: False 
INFO  Имя:COMMIT_EDITMSG, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\linux\Homeworks_Linux\.git, Это директория: False 
INFO  Имя:config, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\linux\Homeworks_Linux\.git, Это директория: False 
INFO  Имя:description, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\linux\Homeworks_Linux\.git, Это директория: False 
INFO  Имя:FETCH_HEAD, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\linux\Homeworks_Linux\.git, Это директория: False 
INFO  Имя:cookies, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\linux\Homeworks_Linux\.git\fsmonitor--daemon, Это директория: True 
INFO  Имя:fsmonitor--daemon, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\linux\Homeworks_Linux\.git, Это директория: True 
INFO  Имя:HEAD, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\linux\Homeworks_Linux\.git, Это директория: False 
INFO  Имя:applypatch-msg, Расширение: sample, Родительская директория C:\Users\SkyNet\Downloads\linux\Homeworks_Linux\.git\hooks, Это директория: False 
INFO  Имя:commit-msg, Расширение: sample, Родительская директория C:\Users\SkyNet\Downloads\linux\Homeworks_Linux\.git\hooks, Это директория: False 
INFO  Имя:fsmonitor-watchman, Расширение: sample, Родительская директория C:\Users\SkyNet\Downloads\linux\Homeworks_Linux\.git\hooks, Это директория: False 
INFO  Имя:post-update, Расширение: sample, Родительская директория C:\Users\SkyNet\Downloads\linux\Homeworks_Linux\.git\hooks, Это директория: False 
INFO  Имя:pre-applypatch, Расширение: sample, Родительская директория C:\Users\SkyNet\Downloads\linux\Homeworks_Linux\.git\hooks, Это директория: False 
INFO  Имя:pre-commit, Расширение: sample, Родительская директория C:\Users\SkyNet\Downloads\linux\Homeworks_Linux\.git\hooks, Это директория: False 
INFO  Имя:pre-merge-commit, Расширение: sample, Родительская директория C:\Users\SkyNet\Downloads\linux\Homeworks_Linux\.git\hooks, Это директория: False 
INFO  Имя:pre-push, Расширение: sample, Родительская директория C:\Users\SkyNet\Downloads\linux\Homeworks_Linux\.git\hooks, Это директория: False 
INFO  Имя:pre-rebase, Расширение: sample, Родительская директория C:\Users\SkyNet\Downloads\linux\Homeworks_Linux\.git\hooks, Это директория: False 
INFO  Имя:pre-receive, Расширение: sample, Родительская директория C:\Users\SkyNet\Downloads\linux\Homeworks_Linux\.git\hooks, Это директория: False 
INFO  Имя:prepare-commit-msg, Расширение: sample, Родительская директория C:\Users\SkyNet\Downloads\linux\Homeworks_Linux\.git\hooks, Это директория: False 
INFO  Имя:push-to-checkout, Расширение: sample, Родительская директория C:\Users\SkyNet\Downloads\linux\Homeworks_Linux\.git\hooks, Это директория: False 
INFO  Имя:update, Расширение: sample, Родительская директория C:\Users\SkyNet\Downloads\linux\Homeworks_Linux\.git\hooks, Это директория: False 
INFO  Имя:hooks, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\linux\Homeworks_Linux\.git, Это директория: True 
INFO  Имя:index, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\linux\Homeworks_Linux\.git, Это директория: False 
INFO  Имя:exclude, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\linux\Homeworks_Linux\.git\info, Это директория: False 
INFO  Имя:info, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\linux\Homeworks_Linux\.git, Это директория: True 
INFO  Имя:c23d1089c601e72d7693b1a8ea08f8aeb8f169, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\linux\Homeworks_Linux\.git\objects\00, Это директория: False 
